Asset1,Asset2,Correlation
MCD,RTX,0.293673841351062
UNH,SPY,0.29356315989309695
AAPL,WMT,0.2929004040535897
AXP,TGT,0.2925452063384462
ORCL,CAT,0.29242496440367843
BLK,WMT,0.2922823493505798
JPM,TGT,0.2921690024727444
NVDA,BA,0.2915642602784169
JNJ,TMO,0.2910660748653171
PFE,SPY,0.2907486775382158
ADBE,GS,0.29061192350152065
AAPL,ORCL,0.28953368935691043
ADBE,MS,0.2892805561523269
GS,TMO,0.28913962902230905
WFC,TGT,0.2888098142110071
RTX,QQQ,0.2881867928572832
ABT,UPS,0.28813454700225316
BAC,AMZN,0.28809195025183915
MSFT,C,0.2879382716341219
SCHW,HD,0.2879177517861004
MCD,NKE,0.28771551602390444
CRM,ABT,0.28737617613232247
NVDA,CAT,0.2866928965954952
MSFT,BA,0.2863228092332028
AAPL,DE,0.2858982995813424
USB,DHR,0.28502770486104306
HD,GE,0.28477099855787696
WFC,NKE,0.284333212624434
BLK,AMGN,0.284318829832952
JPM,AMZN,0.28427159702104077
MSFT,JPM,0.28421495668874225
PFE,HON,0.2841303931111182
ABT,SBUX,0.2840493780750444
META,UPS,0.283964521532036
HD,BA,0.2833102007948438
BA,UPS,0.28303596540188125
MCD,BA,0.28302303578650434
JPM,LOW,0.282697567904915
NVDA,UPS,0.28268514108846443
MRK,ABT,0.2826249947084153
NKE,GE,0.2825967348222848
GOOGL,UPS,0.2825850734636774
TGT,CAT,0.2823921318670371
SCHW,NKE,0.28180783629324585
PFE,ABT,0.2815607346042942
CRM,UPS,0.2810787889211478
TSLA,SBUX,0.2810064535713252
TMO,TSLA,0.28006731797737067
TJX,XOM,0.2793656424469955
AMGN,QQQ,0.2792186806976772
AXP,MCD,0.2791153486164338
DHR,MCD,0.2787119733544932
AMGN,MCD,0.27855155495249767
NVDA,C,0.2785231283332512
GOOGL,CAT,0.2784780554047658
ADBE,TGT,0.2782025999508353
C,TSLA,0.278049966305396
ABT,NKE,0.27796226041331723
TJX,COP,0.2778035661364176
AMZN,TJX,0.2777371370423346
GOOGL,WFC,0.2775437519711207
GOOGL,GE,0.27719058202016184
USB,MCD,0.2771801586723636
AXP,TMO,0.276829286961128
META,C,0.27681096124385757
ORCL,AXP,0.276778659646526
UNH,JNJ,0.2765657769588402
WMT,TJX,0.2764340758911654
CSCO,COP,0.2757524222148732
JNJ,HD,0.2755898901256495
META,BA,0.2755717745027667
JNJ,DHR,0.2745042114799162
META,ORCL,0.27450411564234195
AAPL,USB,0.27410868935355165
JNJ,EFA,0.27406958676338855
LOW,GE,0.2734667637100018
CRM,C,0.2730760872974649
BAC,DHR,0.273031643186827
GOOGL,TGT,0.2725597016833924
AAPL,CAT,0.27165114538324225
JNJ,SPY,0.2715608872163714
META,TJX,0.27147980924597187
TMO,MCD,0.2713563318951043
MCD,UPS,0.27109488706515555
JPM,TSLA,0.2706683496054156
AMZN,GE,0.2705819541736396
MSFT,MCD,0.27046629020363394
C,DHR,0.27035774078502317
BAC,MCD,0.27010907201014844
AAPL,GE,0.26999587293573957
MSFT,BAC,0.2696778663582426
TSLA,HD,0.26957407109245196
MSFT,GE,0.2691820015438353
MS,MCD,0.2687506043594298
CRM,TJX,0.2683343979252772
DHR,TSLA,0.26830008663450894
TJX,UPS,0.26827239647178514
ORCL,HON,0.26825877396590436
CSCO,AMGN,0.26823404516817756
NVDA,JPM,0.26814262703835196
CRM,BA,0.2671695793481022
CSCO,XOM,0.26702353378100085
ABBV,EFA,0.266992083993468
BAC,TSLA,0.2662335235473983
ADBE,TJX,0.2662292250270165
AMGN,HD,0.2660790149843595
WMT,MCD,0.2657267812944119
CVX,UPS,0.2648585097298067
CSCO,JNJ,0.26405570796513084
SCHW,TGT,0.26404861090805987
CRM,BAC,0.2639031195707569
META,GE,0.2633560187180037
BLK,JNJ,0.2623698735143018
MSFT,WMT,0.2621880125958371
AAPL,WFC,0.26202351629401577
AMGN,LOW,0.26136262158191625
CRM,TGT,0.2613347098711568
NVDA,HON,0.2611592844458956
AVGO,BAC,0.2611204491602432
LLY,QQQ,0.2609969889546914
LLY,PFE,0.26099675160097824
WFC,TSLA,0.26094553329070125
MSFT,TGT,0.2606740079016092
WMT,HON,0.26032074642558667
MSFT,CAT,0.2601188710197516
ORCL,JPM,0.2600849798169209
DHR,CAT,0.26005328220936463
SCHW,LOW,0.26002454128636243
GS,MCD,0.25957709329384565
CSCO,PFE,0.2593796850901824
JNJ,LOW,0.25870080349474545
BLK,PFE,0.25849508634464174
UNH,TMO,0.25751038588383035
GOOGL,ABT,0.2573702912965206
MSFT,SCHW,0.25719360420286697
WMT,EFA,0.2569754232611888
JPM,DHR,0.25683466068063276
C,TMO,0.2566097703414103
META,BAC,0.25641491422651064
DHR,DE,0.25604758184316906
SBUX,CVX,0.2560287378547561
UNH,MCD,0.256001927612435
SBUX,COP,0.2559875650572938
WMT,IWM,0.25591449732181043
ADBE,MCD,0.25556316901719456
LLY,EFA,0.2555397712423693
GOOGL,USB,0.25546570960321807
MCD,DE,0.2549017023497075
AVGO,UPS,0.2547937571841912
USB,TMO,0.2546719269735136
LLY,TMO,0.2545722439032499
AVGO,DE,0.2543107472536088
LOW,BA,0.25425180375632034
META,JPM,0.2537292481349081
MRK,SPY,0.25354385461420104
UNH,AMGN,0.25353184086851177
BLK,ABBV,0.25341317807810787
ABBV,MCD,0.2526965743327119
MRK,MCD,0.2526685704664272
CRM,JPM,0.2525341884301811
ABT,TJX,0.2523708733634966
NVDA,SCHW,0.2522115054348094
META,TGT,0.25205409144451724
WFC,AMZN,0.2517952679232087
AMZN,CAT,0.25130536510722135
AAPL,AMGN,0.25119039961695677
WFC,MCD,0.25105466465335075
MRK,HON,0.25086599124268344
MCD,GE,0.2507707880189642
MS,ABT,0.25038414119944985
ORCL,TSLA,0.2503605477370878
NKE,RTX,0.24997984353884278
UNH,HON,0.24965181922722607
ORCL,C,0.24846248554351194
TGT,BA,0.24840723120874114
CVX,QQQ,0.24839191502064634
JPM,ABT,0.24815968006082928
AMZN,WMT,0.24809322695872066
USB,TSLA,0.24806177745656038
MSFT,WFC,0.24784489053122435
CSCO,TSLA,0.2478070109353
TSLA,TGT,0.24746691841245613
AVGO,TJX,0.2474440255585543
TSLA,LOW,0.24740781987368338
NVDA,TGT,0.2462081474842369
ABT,AMZN,0.24607065712235804
HD,RTX,0.2457053490445756
AVGO,SCHW,0.24514344011682707
TSLA,NKE,0.24478674552695567
AVGO,WFC,0.24476019180057837
GOOGL,SCHW,0.24452383916106782
UNH,ABBV,0.24441035977249537
C,MCD,0.24430560949508373
CRM,GE,0.24426341726695486
SCHW,MCD,0.24418801993491865
ORCL,HD,0.24365297157428098
ABBV,RTX,0.24349957791352092
UNH,MRK,0.2432195261906368
CSCO,ABBV,0.243143887179308
ABBV,CVX,0.24310533497281242
AVGO,USB,0.24284463791629474
XOM,UPS,0.2426549392932506
TMO,CAT,0.24225633142253428
UNH,DHR,0.24099671804968528
CRM,SCHW,0.24060771052816568
ABT,TGT,0.2403919055967708
DHR,TJX,0.24018793998244276
TSLA,TJX,0.24017953221166863
LLY,DHR,0.23954816519644737
ABBV,COP,0.23897215413445236
TSLA,CAT,0.23878572645064644
UNH,EFA,0.23874862084498438
TSLA,HON,0.2383212074668905
ORCL,BAC,0.23829090599433134
ADBE,BA,0.23825473024996208
GS,ABT,0.23813200924591935
BAC,TMO,0.23805870641153853
NVDA,TJX,0.2378873273363425
TSLA,UPS,0.23715468373372467
CRM,CAT,0.23688393063873112
BLK,UNH,0.23684901074549294
JNJ,RTX,0.23671169895108618
AAPL,SCHW,0.23660233250593882
PFE,IWM,0.2363901013211204
COP,QQQ,0.23607066955085865
JPM,ABBV,0.23605607950975196
ADBE,C,0.2360469116844338
SCHW,DHR,0.23586139691938826
TMO,DE,0.23562799265491932
ABBV,HD,0.23547402998089298
NKE,CVX,0.2354211982842559
GOOGL,MCD,0.2353880363505218
ORCL,SBUX,0.2346860416873573
USB,PFE,0.2343093815644368
AVGO,TGT,0.23410815486903896
NVDA,BAC,0.2336137744719902
SCHW,TSLA,0.23325859363931037
MCD,TGT,0.2328690527551381
META,USB,0.2324863214614626
MCD,CAT,0.2323861258339641
UNH,IWM,0.23230927827038395
AXP,ABT,0.23230147002917936
UNH,ABT,0.23206683338678277
TSLA,GE,0.2318602246524182
RTX,UPS,0.23172979638382146
JPM,TMO,0.23166386404778486
MRK,EFA,0.23136708324148494
ABBV,HON,0.23101455875714358
CRM,WFC,0.23085086052667658
META,WFC,0.23004211160990554
USB,ABBV,0.22995788551146126
COP,UPS,0.22956914371028755
JNJ,WMT,0.22926857544572954
ABBV,XOM,0.22860598565611326
ABBV,IWM,0.22837993487772218
JPM,JNJ,0.228282052768621
SCHW,AMZN,0.2270889775503397
CRM,USB,0.2268104241363793
TGT,CVX,0.22672913854580976
USB,JNJ,0.22622378824164305
AMGN,CAT,0.22607186652375935
BAC,ABT,0.22603947065390387
ABBV,UPS,0.22570549046808294
SBUX,XOM,0.22554914874049656
DHR,GE,0.22533170570480238
LLY,HD,0.22526382310905724
JNJ,TJX,0.22525068938196494
NVDA,DE,0.22496265607707108
USB,AMGN,0.22474415997218608
ORCL,DHR,0.2245173166274726
ORCL,LOW,0.22422692958200927
EFA,AGG,0.22419109734704215
PFE,UPS,0.22326272944016567
USB,ABT,0.2224017021595313
CRM,MCD,0.22211270787666584
MSFT,DE,0.22163035159857988
TSLA,DE,0.22160308714430652
ORCL,NKE,0.2212742809231125
LLY,ABT,0.22094301210688488
USB,AMZN,0.22052684341569334
UNH,HD,0.22050354773414993
AMZN,DE,0.22047073213224105
ORCL,TMO,0.22045316709419363
ORCL,TJX,0.2203438676576612
WFC,DHR,0.21988498268762205
ABT,WMT,0.21895707478200702
GS,ABBV,0.2189486490302623
WMT,UPS,0.21894849523877533
NKE,COP,0.2183852475680751
AMGN,SBUX,0.2180995008524286
UPS,GE,0.2177519282183396
AMGN,UPS,0.21755060075455432
JPM,PFE,0.21711028723770798
TGT,TJX,0.2170256681879941
WMT,NKE,0.21631102151992151
UNH,PFE,0.2163056208681945
BAC,ABBV,0.2160815673237768
AVGO,RTX,0.2159952592853036
AXP,ABBV,0.21598624729347343
ORCL,UPS,0.21593230431714489
ORCL,WFC,0.2158578635411826
WMT,DE,0.21539548106703066
PFE,HD,0.21510925194872454
JNJ,UPS,0.2150343245789039
META,ABT,0.21468768435161603
MSFT,LLY,0.21454464667207565
TGT,GE,0.21431578232239654
BLK,AGG,0.21372464870047883
NVDA,WFC,0.21343581963246344
C,ABBV,0.21286251697460767
ADBE,JPM,0.2126895927356701
ABBV,LOW,0.2124212521139885
GOOGL,WMT,0.2124163572330875
AXP,UNH,0.2120878138221161
HD,CVX,0.21175166607081106
UNH,RTX,0.2114340974989276
ORCL,USB,0.21122931333883346
DHR,AGG,0.21112450646934064
CSCO,LLY,0.21043510468351498
AXP,PFE,0.21020151043078278
AAPL,CVX,0.21015417715755208
AAPL,RTX,0.20994983659521363
LLY,HON,0.20993730422581466
TGT,COP,0.20979042569275383
ADBE,GE,0.20917338503784688
NVDA,ABT,0.20898289714883508
BAC,PFE,0.20894862235301248
ORCL,RTX,0.20893065192781957
LLY,IWM,0.20871371976682157
WFC,ABBV,0.20859605027898814
BAC,JNJ,0.20824032936320758
C,ABT,0.20819755311294724
GS,WMT,0.20799955360582212
MSFT,USB,0.2077744538834046
ABT,DE,0.20768989389730105
PFE,RTX,0.2076236536506999
DHR,BA,0.2073698370034633
AMGN,DE,0.2068888251348311
WMT,SBUX,0.2066872062176673
GS,PFE,0.2060286066646821
GS,AMGN,0.20592110945775244
GOOGL,RTX,0.20579621419528593
JNJ,CVX,0.20568250765569665
GOOGL,DE,0.20548951761692846
PFE,CVX,0.2054165158669038
LOW,RTX,0.2052755126118313
JPM,UNH,0.20497708058602018
ORCL,SCHW,0.20493219683247685
CRM,DE,0.20422426806360333
NKE,XOM,0.2041716432203131
ADBE,SCHW,0.2033164151837962
ADBE,BAC,0.2030273191362325
ABT,GE,0.20256447961630722
TGT,RTX,0.20235962685740838
MS,ABBV,0.2023078763981501
MS,PFE,0.20219123798501593
PFE,TGT,0.20198616635300556
ORCL,BA,0.20128372730470395
MSFT,AMGN,0.2010633475252126
LLY,LOW,0.20049047249365679
UNH,LOW,0.20041071525533038
MS,WMT,0.2001538509169988
AXP,WMT,0.1997974180553728
DHR,RTX,0.19956680578012898
AXP,AMGN,0.19943939708576675
JNJ,IWM,0.19943453391630073
BAC,WMT,0.19910404089555553
META,SCHW,0.19801287899483755
ADBE,USB,0.19786514800194577
META,CAT,0.19770215917961276
DHR,WMT,0.19761702648896154
QQQ,AGG,0.19703634280231103
AMZN,MCD,0.19698931064704214
BLK,LLY,0.19653368865510903
MSFT,RTX,0.1964820137063874
USB,UNH,0.19633375545454274
JPM,WMT,0.1961746860954961
BAC,UNH,0.1961226462152033
MS,AMGN,0.19589743111886818
AMGN,TJX,0.1958851631477899
ABBV,CAT,0.19538892768944827
AAPL,COP,0.19537373818097967
UNH,QQQ,0.19535291849648584
PFE,MCD,0.19524588734404608
ORCL,DE,0.1952189370974571
GOOGL,CVX,0.19500316625246247
MCD,CVX,0.19497053843738388
GS,JNJ,0.19447331345831115
TMO,WMT,0.1941750910306279
ADBE,WMT,0.1941449082391057
ABBV,TGT,0.19409868670338848
META,WMT,0.1939553819717503
CRM,RTX,0.19355137848516524
TMO,GE,0.19351616603495672
UNH,TJX,0.1932659471248975
AAPL,LLY,0.1931030741956298
ABBV,TJX,0.192603906297289
PFE,SBUX,0.19245879671593683
C,PFE,0.19234182626812962
MRK,CVX,0.19136247022669808
SCHW,TMO,0.19125027259758284
MRK,NKE,0.19122738674725925
PFE,CAT,0.1901937638988805
ABT,RTX,0.1896355406032116
ADBE,AMGN,0.18934456396045776
LOW,CVX,0.1893033430226082
WFC,ABT,0.18920506936728185
LLY,GE,0.18909462145911538
WFC,TMO,0.1884905867239132
MCD,XOM,0.18844751513434307
MRK,RTX,0.1881054049152574
C,AMGN,0.18805092309560364
TMO,AGG,0.1873808956014504
ORCL,LLY,0.18738055862431235
MSFT,UNH,0.18627627288609208
TSLA,WMT,0.18620311206236512
ABBV,WMT,0.18610440437998454
PFE,NKE,0.18606059794612698
ADBE,WFC,0.185836507324333
MS,JNJ,0.18577408777830842
ABT,BA,0.18552738795924104
WFC,JNJ,0.18531904954190942
ADBE,DE,0.18515790299131912
META,MCD,0.1847986221228376
ABBV,QQQ,0.18412482981624675
TMO,TJX,0.18392736375552082
SPY,AGG,0.18372189948259549
XOM,QQQ,0.1836411798651963
MRK,IWM,0.1833170999238125
PFE,QQQ,0.18285935052505387
ADBE,LLY,0.18276169604064782
AMGN,RTX,0.18272452521827026
META,LLY,0.18222601357003967
ADBE,CAT,0.1817295346096074
MRK,COP,0.18165159223987476
ORCL,TGT,0.18111094525372032
WFC,UNH,0.18107266482096043
ABBV,SBUX,0.18069926645571172
AAPL,PFE,0.18054616982235194
JPM,AMGN,0.1802906851461417
BAC,AMGN,0.18021821198716068
BLK,MRK,0.18009746382941647
AVGO,COP,0.1799557991256267
ABBV,DE,0.17993661414494244
GOOGL,COP,0.1797844867991131
NVDA,LLY,0.1796038348004489
AAPL,JNJ,0.1791366475794102
NVDA,USB,0.17891620079451045
GS,UNH,0.17886370389679454
SCHW,ABT,0.17866765242380717
WFC,PFE,0.1778418689532869
LLY,TJX,0.17751706535084658
MS,UNH,0.17751550674649394
SCHW,WMT,0.17735822591838174
USB,MRK,0.1770660105085519
UNH,DE,0.17701427987670829
UNH,SBUX,0.17661701471631283
UNH,UPS,0.17635739278846765
IWM,AGG,0.17627931695503338
UNH,CVX,0.17586657912719228
AMGN,TGT,0.17582615518607012
CSCO,UNH,0.17568885830094522
CRM,WMT,0.17562963859514627
PFE,LOW,0.17551012980024616
WMT,RTX,0.1751394605487233
MRK,XOM,0.17505990349864992
JNJ,XOM,0.17500977261271897
PFE,COP,0.17492818187630335
AAPL,XOM,0.17376633712209336
TMO,BA,0.17327013270522248
AVGO,CVX,0.1725469945236636
CSCO,MRK,0.17253459581471386
JNJ,TGT,0.172350556377975
TGT,XOM,0.17202270207261317
GS,LLY,0.17184900640942238
PFE,BA,0.17149931147035774
GOOGL,LLY,0.17118791690846408
ABBV,GE,0.17113246567294713
AMGN,NKE,0.17081750225278247
C,JNJ,0.1704390030363362
AXP,JNJ,0.17009998284643235
AMGN,CVX,0.16984312016657674
GOOGL,AMGN,0.1696363072629746
MRK,LOW,0.1695718757691693
C,WMT,0.16938639835958916
AMGN,WMT,0.16933834560789032
AAPL,UNH,0.16915573021257502
PFE,XOM,0.1687266660963225
TSLA,RTX,0.16868404591172256
JNJ,DE,0.1683593474917371
LLY,AMZN,0.16833415016016914
AVGO,LLY,0.16828272783418208
TMO,RTX,0.16777574813633947
AMGN,AGG,0.16756888097042968
C,UNH,0.16698392987138247
ORCL,COP,0.16696469933150881
AAPL,AGG,0.1669627873160289
MRK,HD,0.1667767818891603
LLY,WMT,0.16659782823279604
AVGO,ABT,0.1664770307530695
CRM,LLY,0.1664648134541303
AAPL,MRK,0.1661098785078798
AVGO,MCD,0.16567097114368642
HD,COP,0.1646897194314999
ADBE,RTX,0.16435006104741096
JPM,MRK,0.16408998153663937
ADBE,AGG,0.16401596165870083
MS,LLY,0.163798206310814
AVGO,WMT,0.1637213072290232
AAPL,ABBV,0.16314757920948952
AMZN,AGG,0.1624301335976136
JNJ,SBUX,0.16217851584658136
ABT,AGG,0.16215000852968384
ORCL,CVX,0.16190592517565572
MRK,UPS,0.16173728615081254
PFE,TJX,0.16146217572463079
GOOGL,UNH,0.1612050059305076
WFC,WMT,0.16111065416626003
WMT,BA,0.1607148981139916
UNH,COP,0.16035079507908043
META,DE,0.16034404161372243
BAC,MRK,0.1603306151355417
AMGN,AMZN,0.15990114241674314
HD,XOM,0.1597269330349475
WFC,AMGN,0.15912582957993768
MRK,TGT,0.1590243062944243
CRM,COP,0.15825461776643968
JNJ,CAT,0.15799745914658292
PFE,DE,0.15787409851543902
UNH,LLY,0.15765381320744423
WMT,GE,0.1566949446596973
LLY,NKE,0.15559513983158
WMT,CAT,0.1554884938993579
NVDA,WMT,0.15531332995306732
ADBE,UNH,0.1551125458751594
MCD,COP,0.15488271792636685
LLY,RTX,0.15483419422626005
DHR,CVX,0.1547334886582324
AMGN,GE,0.154724490806739
JNJ,NKE,0.15467076349958853
MSFT,AGG,0.15403192734539037
GS,MRK,0.1531274912363217
MSFT,PFE,0.15252099949257536
MRK,CAT,0.15183640605195747
AMGN,COP,0.15161859780115708
AMZN,RTX,0.151278903759138
MSFT,ABBV,0.15070983883656247
TMO,CVX,0.15062267804149077
CRM,UNH,0.1502246777307288
NVDA,RTX,0.15018012948319276
MSFT,CVX,0.15015140115971629
LLY,SBUX,0.14944417856582587
AXP,LLY,0.14900254511477296
ABT,CAT,0.14889408445094915
MRK,DE,0.14887718087689608
ABBV,NKE,0.1485646226759691
ORCL,WMT,0.14828572005013682
ABT,TSLA,0.14826220328971865
MRK,SBUX,0.14807100605878276
USB,WMT,0.14686912617745307
CRM,CVX,0.14674052640724522
AVGO,AMGN,0.1462290030741784
JNJ,COP,0.1462127705080762
LOW,XOM,0.14617959643769057
CRM,AMGN,0.1459334828112251
MS,MRK,0.14536542245655307
ORCL,AMGN,0.1451891134991743
MRK,TJX,0.1451420609705849
AMZN,CVX,0.14492412858635306
NVDA,MCD,0.14471398159876556
ORCL,MCD,0.14466343337615994
TSLA,MCD,0.1446391647272452
SCHW,JNJ,0.14421027388920582
AMZN,COP,0.14400376078068172
JPM,LLY,0.14373052546771917
UNH,WMT,0.1430469174452518
SCHW,AMGN,0.14211973887790408
LLY,COP,0.14208293183047482
AXP,MRK,0.14125360754576874
TSLA,COP,0.14095557747388057
C,LLY,0.140311155687385
WMT,CVX,0.1402985397131794
LLY,MCD,0.13968396554061288
SCHW,ABBV,0.1392733078767581
MRK,QQQ,0.13916206885688395
UNH,XOM,0.1379088918408414
MSFT,COP,0.13774921269671744
DHR,COP,0.13740423446189412
ABBV,BA,0.137219219861487
NVDA,COP,0.13692248787002922
GOOGL,AGG,0.13686540393748822
LLY,CAT,0.13662491593137252
UNH,GE,0.13640922749246248
MCD,AGG,0.1352589469108013
GOOGL,XOM,0.13493813838335564
NKE,AGG,0.134738689715992
LOW,COP,0.13361526544209557
LLY,UPS,0.13334183980141107
ADBE,ABBV,0.1328685085529977
MRK,WMT,0.13279617223736995
GOOGL,PFE,0.13278461080024453
UNH,BA,0.13260938717449214
SCHW,UNH,0.13257207796930098
META,AMGN,0.1321710048450528
MRK,GE,0.13158057308865595
NVDA,CVX,0.13054307365669995
JNJ,AGG,0.13012984272414607
SBUX,AGG,0.12983253633260175
TSLA,CVX,0.12931274977569143
JNJ,QQQ,0.12923745862373776
CRM,AGG,0.1288951816427412
TMO,COP,0.12840414422108098
WFC,MRK,0.1283565599064676
SCHW,PFE,0.12786969284195943
C,MRK,0.12748072551329945
PFE,GE,0.12701664149157232
ORCL,ABT,0.12661537690411026
PFE,AGG,0.12530171324708395
SCHW,MRK,0.12502697591476244
AMGN,XOM,0.12479930632668933
UNH,CAT,0.12445297825469945
MSFT,JNJ,0.12442325289037075
AMGN,TSLA,0.12279981401970275
TGT,AGG,0.12185697765207226
AVGO,XOM,0.12116002272246446
NVDA,AGG,0.12086989518283858
WFC,LLY,0.1207416077253881
LLY,CVX,0.12062758010915414
MSFT,MRK,0.12012657908407029
ORCL,PFE,0.11946727501016043
META,RTX,0.1193546214663213
PFE,WMT,0.11907652129167103
WMT,COP,0.11880472482401011
GOOGL,ABBV,0.1181037634593116
ORCL,XOM,0.11762428550901918
META,CVX,0.11738629618640863
UNH,TGT,0.1173561200946863
LLY,XOM,0.11570167348053974
JNJ,BA,0.11471487673348363
JNJ,GE,0.1146280073827793
UNH,AMZN,0.1145640274000884
ADBE,PFE,0.1138860162234354
ABT,CVX,0.11326233147401946
ORCL,UNH,0.11302800654179543
HON,AGG,0.11291850602375629
AMGN,BA,0.11289824712696647
LLY,BA,0.11212297732257155
CRM,XOM,0.11082102671501498
BAC,LLY,0.11078294378616264
DHR,XOM,0.11028150513137173
ADBE,CVX,0.1102369116445337
GOOGL,JNJ,0.1094165297375997
WMT,XOM,0.10750178877117202
TJX,AGG,0.10744127591564381
LLY,TGT,0.1073828893805621
META,AGG,0.10519413786647154
NVDA,AMGN,0.1031969249991872
ADBE,COP,0.10309898350942331
TSLA,AGG,0.10279526886334385
CRM,ABBV,0.1011508376458336
USB,LLY,0.10060057773989399
META,COP,0.09995701709953268
AVGO,ABBV,0.09943281643678423
TMO,XOM,0.09727572423393573
UPS,AGG,0.09658942023421131
PFE,AMZN,0.09652115588556784
MRK,BA,0.09648649145348563
AVGO,AGG,0.09599131624153334
META,PFE,0.09598521207235321
UNH,NKE,0.09471625534935331
WMT,AGG,0.09466108350479874
AMZN,XOM,0.09406602633307792
NVDA,UNH,0.09307614646674701
SCHW,LLY,0.09211974583370847
GOOGL,MRK,0.0913325556701921
ORCL,ABBV,0.09086722780050696
ADBE,JNJ,0.09054324682957517
MSFT,XOM,0.08865565302264845
ABT,XOM,0.08761375720413436
LLY,TSLA,0.0843717573063589
ORCL,MRK,0.083601557138253
UNH,TSLA,0.0827733510901312
TSLA,XOM,0.08232456288121312
ABBV,AGG,0.08198180423257204
META,MRK,0.08154214343441724
AVGO,UNH,0.08117848262100827
LLY,AGG,0.07822062253813546
ORCL,AGG,0.0781393456022246
CSCO,AGG,0.07789877551928853
AVGO,PFE,0.07650688827082758
CRM,PFE,0.07555241172781406
ABT,COP,0.07496191548098403
CRM,MRK,0.07391469718499759
MRK,AGG,0.07167722799890358
ABBV,AMZN,0.07138980793993968
META,XOM,0.07092368027576702
LLY,DE,0.07011679105364575
NVDA,XOM,0.06991863174261631
META,UNH,0.06976549690809268
ADBE,XOM,0.06947051151774195
ADBE,MRK,0.06755121562457202
CRM,JNJ,0.06507973952790233
MRK,AMZN,0.061151074645042956
PFE,TSLA,0.06010853477873317
META,ABBV,0.059673039813805756
BA,AGG,0.05790653623938912
ORCL,JNJ,0.057180121719439723
GS,AGG,0.052603204241728034
NVDA,ABBV,0.05035553861497092
RTX,AGG,0.048645296616661685
MS,AGG,0.045344201590780835
ABBV,TSLA,0.04356327794516145
META,JNJ,0.04268352250989075
AVGO,MRK,0.04161041922796018
NVDA,PFE,0.04133695294454514
JNJ,AMZN,0.035355762585847335
UNH,AGG,0.02948269472608774
MRK,TSLA,0.025857608111490595
DE,AGG,0.02220048954755662
JNJ,TSLA,0.017960868001426204
NVDA,MRK,0.01412997996254336
AXP,AGG,0.0037536674890924163
C,AGG,0.00139090851685144
USB,AGG,-0.013165675771775666
CAT,AGG,-0.014795532175374847
AVGO,JNJ,-0.019628582387408007
GE,AGG,-0.021983390965654846
BAC,AGG,-0.022393477624347007
CVX,AGG,-0.05050838766702971
NVDA,JNJ,-0.05835386740882274
JPM,AGG,-0.06631525492300894
XOM,AGG,-0.06836452756125531
SCHW,AGG,-0.06945643886476237
COP,AGG,-0.0718948738595538
WFC,AGG,-0.07308201996689753
